Jacksonville,FL,No,92.9,102.8,80,91.9,103.6,94.5,97.3
Jacksonville,NC,Yes,96.5,103.2,88,99.2,97.8,101.2,99.6
Janesville,WI,Yes,96.2,95,91.3,99.3,99.3,103.1,98.2
Jefferson City,MO,Yes,92.9,93.9,78.5,97.6,93.3,95,103.4
Johnson City,TN,Yes,86.7,92.3,74.4,89.1,91.7,91.5,92.6
Johnstown,PA,Yes,92.9,97.7,79.4,101,101.6,90.4,98.1
Joliet-Will County,IL,Yes,102.2,100.9,102.3,116.1,111.3,106.5,95.2
Jonesboro,AR,Yes,88.9,97.5,75.1,91.1,88.8,85.9,97.3
Joplin,MO,Yes,88.8,92.2,75.9,108.1,91.8,89.5,92
Juneau,AK,Yes,136.5,133.1,165.7,135.1,121.2,144.4,116.1
Kalamazoo,MI,Yes,91.2,95.6,81.3,101.8,99.4,92.5,92.4
Kalispell,MT,Yes,98.8,116.3,95.5,82,103.6,104.8,97.8
Kansas City,MO,Yes,97.8,94.8,89.2,99.8,100.8,97.2,105.1
Kennewick-Richland-Pasco,WA,Yes,92.6,90.9,85.9,85.1,106.1,109.9,95.2
Kinston,NC,Yes,93.8,102.5,76.1,108.8,96.7,102.9,99.3
Knoxville,TN,Yes,89.4,91.4,82,95.1,84.2,88.4,95.1
Kodiak,AK,Yes,128.7,149.4,127.8,131.9,143.4,130.7,115.4
Lafayette,IN,Yes,98.2,95.6,82.4,116.5,106.2,116.3,102.7
Lafayette,LA,Yes,99.2,93.5,110.1,81.2,104,88.8,97.3
Lake Charles,LA,Yes,97.4,99.8,103.4,89.5,97.1,84.4,95.4
Lake Havasu City,AZ,Yes,111.8,107,139.3,95.9,93.5,98,101.7
Lancaster,PA,Yes,106.8,101.3,118.4,111,99.7,95.1,100.9
Laramie,WY,Yes,97,105.1,102.3,90.5,91.6,97.5,92.7
Las Cruces,NM,Yes,100.6,103.7,104.4,93.7,99,96.5,99.1
Las Vegas,NV,Yes,101.9,106.8,94.1,97.7,104.9,109,106.2
Lawrence,KS,Yes,94.6,89.1,96,91.9,96.2,97.5,95.6
Lawton,OK,Yes,93.8,96.3,87,87.5,106.9,96.2,96.6
Lexington,KY,Yes,92.8,86.9,88.7,93.9,97.6,93.7,97.1
Lexington,VA,Yes,93.7,92.1,97.8,94.3,91.2,90.7,91.7
Lima,OH,Yes,93.1,101.9,69.8,102.5,100.7,107.7,103.2
Little Rock,AR,Yes,96.5,92.9,92.2,104.1,94,93.5,100.4
Logan,UT,Yes,95.6,104.7,68.4,85.3,113.6,97.2,113.7
Los Alamos,NM,Yes,109.7,97.1,128.1,91.2,110.7,102.6,104.7
Los Angeles-Long Beach,CA,Yes,136.4,106,207.1,101.7,113.6,109.1,107
Louisville,KY,Yes,87.7,81.6,78.7,99.1,96.9,87.2,91.9
Loveland,CO,Yes,91,102.7,79.3,89.6,91.4,100.3,95.7
Lubbock,TX,No,89.1,90,80.4,74.8,97.6,98.3,97.1
Lufkin,TX,No,92.4,87.8,83.4,98.7,94,105.5,98.3
Lynchburg,VA,Yes,95.1,90.7,92.7,109.7,88.8,100.1,95.8
Manchester,NH,Yes,116.8,102.3,117,124.5,100.1,116.1,125
Manhattan,KS,Yes,95,92.5,98.7,86.9,99,91.6,94.4
Mankato,MN,Yes,93,93.8,76.5,113.5,103.1,104.3,96.4
Marietta,GA,Yes,94.8,96.8,84.7,90.3,97.1,107.9,101.9
Marion-McDowell County,NC,Yes,92.1,103.1,87.9,94,89.5,96.3,90.9
Marshfield,WI,Yes,94.2,95.3,92.2,99.9,96.8,103.6,91.7
Martinsburg-Berkeley County,WV,Yes,89.6,91.5,82.7,85.9,103.9,99.9,90.6
Martinsville-Henry County,VA,Yes,87.1,94,77.6,89.1,82.9,87.6,93.2
Mason City,IA,Yes,89.1,89.4,73.1,105.6,99.5,94.8,94.2
McAllen,TX,No,85,79.8,77.6,103.1,92.4,97.9,84.3
Memphis,TN,Yes,88.2,92.7,76.2,86.9,91.5,98.6,95.2
Miami,FL,No,106,110.9,107.7,91.9,108.8,105.7,106.2
Miami,OH,Yes,95.4,96.4,83.9,123.3,99.2,89.2,96.2
Midland,TX,No,93.2,89.7,89.2,93.4,95.7,98.7,96.6
Milwaukee,WI,Yes,101.9,98.1,112.7,98.6,99.2,108.1,94.8
Minneapolis,MN,Yes,111,111.6,116.8,104.7,103.7,105.4,110.4
Minot,ND,Yes,99.9,99.3,95.9,73.5,98.2,91,113.6
Missoula,MT,Yes,99.4,110.2,92.2,98.3,102.2,107.2,100.1
Mobile,AL,Yes,92.7,102.7,80.4,104.4,93,86.5,96.7
Monmouth,NJ,Yes,124.8,108.9,154.1,128.6,103.9,108.9,112.2
Monroe,LA,Yes,92.7,95.8,83,89.1,97.5,96,99.3
Montgomery,AL,Yes,99.2,102.9,96,108.4,99.6,88,99.1
Morgantown,WV,Yes,100.6,93.9,111.9,89.9,100.7,96.1,97.1
Morristown,TN,Yes,90.9,91.6,81.5,80.5,93.9,90.1,101.4
Muncie,IN,Yes,91,91,80.3,98.5,94.5,87.4,97.6
Murfreesboro-Smyrna,TN,Yes,88.2,94.3,76.2,81,92.7,95.8,96.2
Muskogee,OK,Yes,86,98,68.3,97.5,80.8,96.7,93.5
Myrtle Beach,SC,Yes,95.2,105.7,78.4,104.5,94.7,100.4,102.4
Nacogdoches,TX,No,92.5,91,83.3,97.7,93.8,102.6,98
Nashville-Franklin,TN,Yes,88.9,91.7,71.3,82.6,92.5,87.3,104.5
Nassau County,NY,Yes,145.7,123,206.7,140.7,113.1,119.7,115.3
New Haven,CT,Yes,122.1,117.9,134.9,123.5,106.3,112.7,117.9
New York (Brooklyn),NY,Yes,181.7,130.6,317.8,165,103,111.5,119.5
New York (Manhattan),NY,Yes,216.7,154.3,386.7,169.6,120.3,130.2,145.7
New York (Queens),NY,Yes,159,128.3,230.8,172,108.8,118,123.9
Newark-Elizabeth,NJ,Yes,129.7,111.6,168.5,129.2,103.9,103.1,113.9
Norman,OK,Yes,94.4,95.3,88.7,91.6,104,96.6,96.8
Oakland,CA,Yes,139.1,116.8,198.8,94.7,113.6,119.9,119
Odessa,TX,No,90.9,91.2,88.1,88.8,93.6,96.6,92.4
Oklahoma City,OK,Yes,91.7,92.9,86,88.1,92.6,99.4,96.2
Olympia,WA,Yes,104.1,107.4,102.2,82.1,114.9,120.5,106
Omaha,NE,Yes,88.3,92,79.3,89.9,100,96.8,89.7
Orange County,CA,Yes,146.4,104.5,242.8,103.2,114.6,111.6,105.2
Orlando,FL,No,97.8,97.8,85.4,108.5,101.8,95.5,104.5
Paducah,KY,Yes,87.3,94.8,75.8,96.5,86.6,90.3,91.3
Palm Springs,CA,Yes,121.8,111.5,154.2,112.7,110.2,100.8,106.1
Panama City,FL,No,99.4,93.7,101.5,99.7,108.8,94.5,97.6
Paris,TX,No,88.9,93.6,80,87.4,94.1,94,93
Pascagoula,MS,Yes,92.3,101,84.3,91.4,97.4,91.6,94.6
Peoria,IL,Yes,96.3,93.4,95,97.2,101.4,95.8,96.8
Philadelphia,PA,Yes,126.5,124.9,141.3,135.9,105.8,108.2,119.6
Phoenix,AZ,Yes,100.7,108.1,90.4,96.6,108.9,108.8,104.6
Pittsburgh,PA,Yes,91.5,104.1,74.4,97,105.9,90.1,95.8
Pittsfield,MA,Yes,110.6,115,96.2,161.9,98.9,105,110
Plano,TX,No,97.4,101.3,85.2,103.9,101.8,102.9,102.6
Plattsburgh,NY,Yes,100.1,98.9,95.1,119.4,105.5,113,95.9
Ponca City,OK,Yes,90,94.8,76.6,93,94.4,94.4,97
Portland,ME,Yes,116.5,101.8,143,102.9,111.8,109.7,105.5
Portland,OR,No,111.3,105.8,130.8,87.1,105.8,113.6,105.1
Prescott Valley,AZ,Yes,103.7,95.2,118.1,91.8,100.3,97.8,99.7
Providence,RI,Yes,123.3,113.4,129,129,102.5,113.2,128.1
Pryor Creek,OK,Yes,84.5,95,71.5,82.7,86.6,86,91.5
Pueblo,CO,Yes,85.6,100.5,71.5,80.1,93.8,94.1,90.1
Quincy,IL,Yes,95.5,97.4,94.5,95.5,94.2,99.8,95.5
Raleigh,NC,Yes,98.2,104.2,88.8,105.6,96.7,101,101.9
Reno,NV,Yes,101.1,105.4,101.5,91.2,107.3,101.8,100
Richmond,IN,Yes,90.8,83.3,84.6,106.4,98.4,95.1,91.7
Richmond,VA,Yes,104.5,103.6,103.2,113.9,100.8,112.6,103.2
Rio Rancho,NM,Yes,95.1,92,90.5,88.6,94.7,100.2,101.8
Riverside,CA,Yes,112.5,104.9,136.3,99.9,113.4,104.4,99.1
Roanoke,VA,Yes,94.1,89.7,92.2,104.1,91.1,97.9,94.8
Rochester,MN,Yes,99.2,89.6,91.1,104.8,106.3,109.5,105
Rochester,NY,Yes,100,94.6,94.2,114.4,108.7,99.7,100.2
Rockford,IL,Yes,92.4,92.6,74.7,111.2,105.8,103.3,96.8
Roswell,NM,Yes,95.9,105.6,82.9,104.3,97.5,101.2,99.9
Round Rock,TX,No,89.7,81.9,78,107,87.6,96.6,97.6
Sacramento,CA,Yes,116.2,114.7,135.7,109.6,114.4,110.8,102.8
Salina,KS,Yes,86.9,86.9,76,87,94.7,94.9,93.1
Salt Lake City,UT,Yes,100.6,100.1,108,72.5,102.1,98.8,102.9
San Angelo,TX,No,92.4,89.3,84,106,97.6,96.7,94.9
San Antonio,TX,No,95.7,84.9,95.3,82.8,100.7,99.9,102.2
San Diego,CA,Yes,132.3,105.5,194.4,101.9,113.1,111.5,105.8
San Francisco,CA,Yes,164,111.9,281,94.5,113,117,124.3
San Jose,CA,Yes,156.1,115.3,260.3,137.2,114,119,103.6
San Marcos,TX,No,94.8,88.7,100.1,86.8,90.1,92.6,96.8
Sarasota,FL,No,101.5,107.7,102.9,97.4,102.5,105.2,98.1
Savannah,GA,Yes,93.5,94.7,84,94,98.4,99,99.1
Seattle,WA,Yes,121.4,115.1,140.3,85.7,118.8,119.9,119.1
Seguin,TX,No,90.7,90.7,78.5,103.8,95.6,96.9,95.1
Sheboygan,WI,Yes,101.4,94.3,97.5,117.3,105.9,105.5,100.8
Shreveport,LA,Yes,95.3,95.2,93.5,89.4,93.4,93.1,99.6
Sierra Vista,AZ,Yes,97.9,96.5,99.7,97.2,104,96.1,95.5
Sioux Falls,SD,Yes,94.1,91.5,86.6,101.6,86.9,102.2,100.6
Slidell,LA,Yes,97,95.1,101,82.2,96.2,93.4,99.4
South Bend,IN,Yes,91.9,91.3,84.2,92.3,95.4,96.3,97.3
Spokane,WA,Yes,93.9,92.4,85.7,89.5,109.1,110,96.5
Springfield,IL,Yes,85.8,89.7,70.1,79.8,104.5,106.5,91.7
Springfield,MO,Yes,88,93.2,76.8,83.2,96.8,95.3,93.8
St Cloud,MN,Yes,98.3,101.7,80.7,117.2,99.9,102,105.8
St George,UT,Yes,95.9,99.9,94.2,85.9,100.4,87.8,98.4
St Joseph,MO,Yes,92.3,95.4,86.5,93.7,90.1,94.9,96
St Louis,MO,Yes,90.4,98.4,74.6,92.9,99,100.8,96.5
St Paul,MN,Yes,110,107,112.9,106.8,103.4,106.7,112.2
Stamford,CT,Yes,146.9,121.8,212.6,121.3,110,113.3,122.1
Staunton-Augusta County,VA,Yes,96.2,98.3,93.7,100,94.5,98.1,96.6
Stillwater,OK,Yes,90.1,95.5,81.2,97.9,88.8,95.7,93.1
Sumter,SC,Yes,96.3,103.4,90.2,108.4,97.8,91.3,95.3
Syracuse,NY,Yes,101.5,98.6,91.4,118.4,108.3,97.8,104.8
Tacoma,WA,Yes,109.5,111.3,116.6,83.1,109,115.1,110.2
Tampa,FL,No,92.4,96.3,84.7,93.8,103.3,98.4,93.4
Temple,TX,No,87.4,83.7,71.8,107.6,97.9,91.2,92.8
Thomasville-Lexington,NC,Yes,89.2,105.5,77.2,80.7,88.8,109.1,93.5
Topeka,KS,Yes,91.8,92.9,84,85.8,97.4,93.2,98.1
Truckee-Nevada County,CA,Yes,146.9,132.2,208.3,114.3,121.5,112,120.5
Tucson,AZ,Yes,96.5,97.2,91.9,86.7,104.6,99.2,100.5
Tulsa,OK,Yes,88.4,91.9,66.5,95.2,99.1,94.6,100.5
Tupelo,MS,Yes,88.1,91.1,72.3,110.1,93.8,86.6,92.7
Tuscaloosa,AL,Yes,94.6,104.9,80.6,105.9,102.8,90.2,97.4
Twin Falls,ID,Yes,91.5,95.5,81.4,97,99.2,93.3,94.6
Tyler,TX,No,96.3,92.7,91.5,102.1,100.2,93.1,99.3
Valdosta,GA,Yes,94.1,111.8,85.3,89,96.7,102.2,94.5
Vancouver,WA,Yes,94.8,96.9,82.2,91.8,106.1,114.3,100.1
Vero,FL,No,97.4,109.1,83.5,104.5,97.8,97.7,102.5
Waco,TX,No,88.9,81.8,88.5,85.3,97.6,90.9,90.5
Washington,DC,Yes,140.1,107.9,226.4,97.3,109.3,103.4,103.7
Wausau,WI,Yes,96.5,100,89.6,98.4,97.5,101.3,99.7
Weatherford,TX,No,91.4,95.9,79.7,107.4,96.2,93.1,93.3
Wichita,KS,Yes,91.8,90.5,83.6,89.7,100.6,96.7,97.1
Wichita Falls,TX,No,86.5,91.9,84,84.4,82.5,94.5,87.4
Williamsport-Lycoming Co,PA,Yes,100.7,103.5,96.3,127.7,91.8,92.6,98.9
Wilmington,DE,Yes,105.2,108.1,102,115.4,98.6,108.7,105.2
Wilmington,NC,Yes,98.8,108,89.7,108.5,97.6,100.1,100.3
Winchester,VA,Yes,102.3,104.6,94.5,98.2,96.8,105,110.9
Winston-Salem,NC,Yes,92.4,98.5,82.9,88.5,83.3,99.3,101.5
Wooster,OH,Yes,92.6,99.5,72.1,123.4,103,94.6,95.2
Yakima,WA,Yes,95.8,99.8,86.9,86.8,105.5,117.1,99.2
York County,PA,Yes,102.1,98.4,106,102.6,97.7,96.8,102
Youngstown,OH,Yes,90.4,92.6,77.7,110.2,92.4,86.9,94.4
Yuma,AZ,Yes,101.2,107.4,96.4,112.2,104.6,107.8,97.6
